,title,ingredients,directions,link,source,NER
1920503,2 INGREDIENT COOKIES,"['2 ripe bananas', '1 cup quick oats', '1 cinnamon']","['mash together in bowl.', 'Add anything u like such as coconut shreds, nuts, choclate chips..ect.even strawberry or pineapple diced.', ""Raisins or cranberry, the possibility's r endless.any combo u like."", 'place on non stick pan and bake at 425 for ten min.', 'enjoy.try all different ways.']",cookpad.com/us/recipes/355280-2-ingredient-cookies,Recipes1M,"['bananas', 'oats', 'cinnamon']"
431901,Rice Pilaf,"['2 c. long grain rice', '3 cans beef broth', '2 beef broth cans water', '3/4 c. margarine', '1 can mushrooms and liquid', '2 Tbsp. chopped parsley', '1/2 tsp. garlic salt', '1/2 tsp. onion salt', '1/2 tsp. pepper']","['Cook rice according to package directions until partially done.', 'Combine all ingredients in a large casserole.', 'Cover.', 'Bake in preheated 350° oven for 1 hour and 30 minutes.', 'Uncover; bake for 1 hour longer, stirring several times.']",www.cookbooks.com/Recipe-Details.aspx?id=845255,Gathered,"['long grain rice', 'beef broth', 'beef broth cans', 'margarine', 'mushrooms', 'parsley', 'garlic salt', 'onion salt', 'pepper']"
427262,Fresh Apple Cake,"['3 c. flour', '1 tsp. baking soda', '1 tsp. salt', '2 tsp. cinnamon', '1 1/2 c. vegetable oil', '2 tsp. vanilla', '1 c. nuts, chopped', '2 c. sugar (white)', '3 c. raw apples, chopped fine', '2 eggs']","['Sift together first four ingredients.', 'Mix all ingredients together.', 'Pour into large pan.', 'Bake at 300°F for 1 hr.']",www.cookbooks.com/Recipe-Details.aspx?id=28492,Gathered,"['flour', 'baking soda', 'salt', 'cinnamon', 'vegetable oil', 'vanilla', 'nuts', 'sugar', 'apples', 'eggs']"
376178,Pumpkin Cake,"['2 c. sugar', '2 c. flour', '2 c. pumpkin', '1 c. oil', '1 c. chopped nuts', '2 Tbsp. cinnamon', '2 Tbsp. baking powder', '2 Tbsp. soda', '1/2 Tbsp. salt', '4 eggs']","['Mix by hand.', 'Pour into ungreased sheet pan (10 x 15-inch). Bake at 350° for 30 minutes.']",www.cookbooks.com/Recipe-Details.aspx?id=807397,Gathered,"['sugar', 'flour', 'pumpkin', 'oil', 'nuts', 'cinnamon', 'baking powder', 'soda', 'salt', 'eggs']"
1649058,Spanish Chicken and Rice,"['6 whole chicken legs (thighs and drumsticks)', '3 tablespoons extra virgin olive oil', '3 garlic cloves, minced', 'adobo seasoning', '1 cup onion, chopped', '34 cup green pepper, finely diced', '1 link chorizo sausage, sliced', '3 cups water', '1 (5 g) packet sazon con azafran seasoning', '1 tablespoon chicken bouillon', '12 cup fresh cilantro, chopped', '1 12 cups long grain rice, like extra long grain canilla rice']","['Season the chicken legs with Adobo.', 'Heat the oil in a large heavy pan or pot (use one with a fitted lid for use later in the process).', 'Add the chicken and brown on all sides.', 'Remove chicken to a platter and set aside.', 'Stir in the garlic, onion, pepper and chorizo and cook for about 5 minutes or until onion and pepper are tender.', 'Add rice and cook for 1 minute while stirring.', 'Add water, sazon seasoning and bouillion and bring to a boil.', 'Add the chicken and cilatro stir and cover.', 'Reduce heat to low and simmer for 25 minutes (or until rice is tender).', 'Serve and enjoy!', 'You can also garnish with fresh cilantro leaves.']",www.food.com/recipe/spanish-chicken-and-rice-231229,Recipes1M,"['chicken', 'extra virgin olive oil', 'garlic', 'onion', 'green pepper', 'chorizo sausage', 'water', 'azafran seasoning', 'chicken bouillon', 'fresh cilantro', 'long grain rice']"
1142385,Banana-Apple Bran Loaf,"['2 cups all-purpose flour', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 teaspoon cinnamon', '1/2 cup banana (ripe, mashed)', '1/2 cup unsweetened applesauce', '1/2 cup skim milk (soured with 1/2 teaspoon vinegar)', ""1 cup Kellogg's all-bran cereal (I always use the Extra Fiber kind)"", '1/2 cup margarine (I use butter, softened)', '3/4 cup sugar', '1 egg']","['Stir together flour, soda, salt and cinnamon. Set aside.', ""In medium bowl, stir together banana, applesauce, milk and KELLOGG'S ALL-BRAN cereal. Let stand about 5 minutes or until cereal softens."", 'In large mixing bowl, beat margarine and sugar until combined Add egg. Beat well. Mix in cereal mixture. Stir in flour mixture, mixing until combined. Spread evenly in 9 x 5 x 3-inch loaf pan coated with cooking spray.', 'Bake at 350° F about 50 minutes or until wooden pick inserted near center comes out clean. Let cool 10 minutes in pan. Remove from pan and cool completely before slicing.']",www.food.com/recipe/banana-apple-bran-loaf-310895,Gathered,"['flour', 'baking soda', 'salt', 'cinnamon', 'banana', 'unsweetened applesauce', 'milk', 'Kellogg', 'margarine', 'sugar', 'egg']"
739187,Basted Chicken,"['4 chicken breasts', 'Russian dressing', '1 can fruit cocktail']","['Put chicken in a pan and bake at 350°.', 'While baking, baste with the Russian dressing.', 'Approximately 10 minutes before the chicken is done, pour the entire can of fruit cocktail over the chicken.', 'Cook at least until the fruit cocktail is warmed through.']",www.cookbooks.com/Recipe-Details.aspx?id=974540,Gathered,"['chicken breasts', 'dressing', 'fruit cocktail']"
215834,Pumpkin Pie,"['2 c. pumpkin', '1 c. milk', '3/4 tsp. salt', '3 level Tbsp. flour', '1/2 tsp. nutmeg', '1 1/3 c. sugar', '1 c. Carnation or cream', '3 eggs', '2 tsp. cinnamon or less', '1/2 tsp. ginger']","['Makes 2 large pies, 9-inch.', 'Bake at 400° for 20 minutes, then turn to 350° and continue baking until done (total baking approximately 1 hour).']",www.cookbooks.com/Recipe-Details.aspx?id=215423,Gathered,"['pumpkin', 'milk', 'salt', 'flour', 'nutmeg', 'sugar', 'Carnation', 'eggs', 'cinnamon', 'ginger']"
1837846,Apricot and Salami Scones,"['Vegetable oil cooking spray', '1 (15-ounce) box plain scone mix (recommended: Ivy Cottage)', '1/2 cup (1 stick) unsalted butter, chilled and cubed', '20 dried apricots, cut into 1/4-inch pieces, to yield about 1 cup', '6 ounces salami, cut into 1/2-inch pieces', '2 tablespoon chopped fresh thyme leaves', '1 cup buttermilk, chilled']","['Place an oven rack in the center of the oven.', 'Preheat the oven to 400 degrees F. Spray a baking sheet with vegetable oil cooking spray.', 'Set aside.', 'In a food processor, combine the scone mix and butter.', 'Pulse until the mixture resembles a coarse meal.', 'Transfer the mixture to a large bowl and add the apricots, salami, and thyme.', 'Add the buttermilk and mix until a sticky dough forms.', 'Place 1/3 cupfuls of the dough onto the prepared baking sheet.', 'Bake until the tops start to brown slightly, 16 to 18 minutes.', 'Transfer to a wire rack to cool, about 20 minutes.']",www.foodnetwork.com/recipes/giada-de-laurentiis/apricot-and-salami-scones-recipe.html,Recipes1M,"['Vegetable oil cooking spray', 'unsalted butter', 'salami', 'thyme', 'buttermilk']"
539344,Pepper Casserole,"['1 pkg. Italian sweet or hot sausage', '4 peppers, cut up', '4 onions, cut up', '1 jar Ragu spaghetti sauce (large)', '1 jar cut up mushrooms', '1 eggplant, peeled and cut up', '1/2 c. water', 'water as needed']","['In frypan, place sausage links in 1/2 cup of water.', 'Simmer for about 5 minutes.', 'Pour off water and fat.', 'Brown sausage.', 'Cut up in chunk size.', 'Add to other ingredients.', ""Bake in 350° oven in large pot for 1 1/2 hours, adding water as needed so it won't stick, stirring occasionally."", 'Serve with noodles or rice.', 'A crock-pot may be used also for all day cooking.']",www.cookbooks.com/Recipe-Details.aspx?id=415527,Gathered,"['Italian sweet', 'peppers', 'onions', 'mushrooms', 'eggplant', 'water', 'water']"
1171990,Mashed Plantain,"['2 green plantains', '2 ripe plantains (blackish peel)', '1/2 cup dairy cream', '3 tablespoons cream cheese', '3 tablespoons butter', '2 tablespoons finely chopped parsley', 'salt']","['Peel the plantains and cook them in salted water until they become soft inside.', 'Leave for a few minutes in a colander to lose excess water.', 'Mash while still hot and mix in the cream, butter, cream cheese, parsley and a pinch of salt.', 'If it has to be reheated, do it in a double boiler.']",www.food.com/recipe/mashed-plantain-137282,Gathered,"['green plantains', 'plantains', 'dairy cream', 'cream cheese', 'butter', 'parsley', 'salt']"
1645209,Roasted Acorn Squash and Gorgonzola Pizza,"['1 lb acorn squash', '2 tablespoons maple syrup', '1 tablespoon olive oil', '1 teaspoon red pepper flakes', '14 teaspoon salt, plus 1/4 teaspoon', '14 teaspoon fresh ground black pepper, plus 1/4 teaspoon', '1 cup whole milk mozzarella, shredded', '12 cup gorgonzola, crumbled', '1 cup arugula']","['Preheat the oven to 375 degrees F.', 'Slice the squash in half from top to bottom.', 'Scoop out the seeds.', 'Slice the squash into 1/2 to 3/4-inch wide half moons and place in a medium bowl.', 'Toss the squash with the syrup, olive oil, red pepper flakes, 1/4 teaspoon salt, and 1/4 teaspoon pepper.', 'Place the squash on a parchment-lined baking sheet.', 'Bake the squash until tender and golden, about 20 to 25 minutes.', 'Keep the temperature on the oven at 375 degrees F. Roll out the pizza dough on a flour dusted piece of parchment paper to a 13-inch diameter.', 'Place the pizza and the parchment paper on a baking sheet.', 'Sprinkle the mozzarella cheese and the Gorgonzola on the pizza dough.', 'Bake in the oven until golden and cooked through, about 25 to 30 minutes.', 'Peel the skins off the squash.', 'Top the cooked pizza with the cooked squash.', 'Top with arugula and the remaining 1/4 teaspoon salt and pepper.', 'Slice and serve.']",www.food.com/recipe/roasted-acorn-squash-and-gorgonzola-pizza-398562,Recipes1M,"['acorn squash', 'maple syrup', 'olive oil', 'red pepper', 'salt', 'ground black pepper', 'milk mozzarella', 'gorgonzola', 'arugula']"
996471,Silver Cleaner,"['1 liter hot water', '1 tablespoon fabric softener', '1 tablespoon salt', '1 sheet aluminum foil']","['Run 1 litre of hot water into sink.', 'Dissolve 1 tbsp of fabric softener and 1 tbsp salt in the water.', 'Place aluminum foil on the bottom of the sink.', 'Place tarnished silver on the foil.', 'Make sure silver is completely immersed.', 'Silver will come clean in 10 seconds.']",www.food.com/recipe/silver-cleaner-100878,Gathered,"['water', 'fabric softener', 'salt', 'aluminum foil']"
530239,Peanut Butter And Jelly Muffins,"['2 c. unbleached flour', '2 tsp. baking powder', '1/2 tsp. salt', '2 beaten eggs', '1/4 c. sugar', '1 Tbsp. honey', '3/4 c. creamy peanut butter', '1 c. milk', '1 jar jelly (crabapple suggested)']","['Sift together and set aside flour, baking powder and salt.', 'In a mixing bowl, beat 2 eggs.', 'Stir into eggs in this order:', 'sugar, honey, peanut butter, milk and dry ingredients.', 'Grease a 12-cup muffin tin.', 'Into a cup, spoon 1 rounded tablespoon butter.', 'Press the back of a spoon into each filled cup to make a well.', 'Spoon into each well 1 teaspoon of jelly.', 'Cover jelly by evenly dividing remaining batter into the cups.', 'Bake at 375° for 20 to 25 minutes or until golden brown.', 'Serve warm with extra peanut butter and jelly on the side.', 'Makes 12.']",www.cookbooks.com/Recipe-Details.aspx?id=262523,Gathered,"['flour', 'baking powder', 'salt', 'eggs', 'sugar', 'honey', 'peanut butter', 'milk', 'crabapple']"
1514247,Chunky Chipotle Pork Chili,"['1 medium green pepper, chopped', '1 small onion, chopped', '1 chipotle pepper in adobo sauce, finely chopped', '1 tablespoon canola oil', '3 garlic cloves, minced', '1 can (16 ounces) red beans, rinsed and drained', '1 cup beef broth', '1/2 cup salsa', '2 teaspoons ground cumin', '2 teaspoons chili powder', '2 cups shredded cooked pork', '1/4 cup sour cream', 'Sliced jalapeno pepper, optional']","['In a large saucepan, saute the green pepper, onion and chipotle pepper in oil until tender. Add garlic; cook 1 minute longer.', 'Add the beans, broth, salsa, cumin and chili powder. Bring to a boil. Reduce heat; simmer, uncovered, for 10 minutes or until thickened. Add pork; heat through. Serve with sour cream.', 'Cool chili and transfer to freezer containers. Freeze up to 3 months. To use, thaw in the refrigerator. Transfer to a large saucepan; heat through, adding water to thin if desired. Serve with sour cream and jalapeno slices.']",www.tasteofhome.com/recipes/chunky-chipotle-pork-chili/,Gathered,"['green pepper', 'onion', 'pepper', 'canola oil', 'garlic', 'red beans', 'beef broth', 'salsa', 'ground cumin', 'chili powder', 'pork', 'sour cream', 'jalapeno pepper']"
734295,Nana'S Orange Sponge Cake,"['1 1/4 c. sifted Swans Down cake flour', '1 tsp. baking powder', '1/4 tsp. salt', '1 c. sugar', '2 eggs', '1 egg yolk', '1 tsp. fresh orange rind', '1 c. fresh orange juice', '1/4 c. water']","['Sift together flour, baking powder and salt 3 times. In a separate bowl, add 1/2 cup sugar to eggs and yolk and beat until thick and lemon colored. Add remaining sugar gradually. Add orange juice, rind and water. Add flour mixture and beat with rotary eggbeater until smooth. Bake in a greased and floured tube pan at 350° for 30 minutes. Remove from oven and invert pan until cool.']",www.cookbooks.com/Recipe-Details.aspx?id=77767,Gathered,"['flour', 'baking powder', 'salt', 'sugar', 'eggs', 'egg yolk', 'orange rind', 'orange juice', 'water']"
1866957,Apple And Brie Filo Parcels Recipe,"['2 x Cox Orange Pippin', '1/4 lb Brie', '2 ounce Butter', '1/2 pkt Filo Dough']","['1 Core apple,dice into .25 inch sixe2 dice Brie to same size3 combine,refrigerate4 cut filo sheets into 6 inch squares,cover with damp cloth 5 take one square brush with butter , lay another square on top brush with butter 6 do above 4 times,separately.', '7 place = amounts of a/b mix on each pastry star, in centre 8 lift up corners , push together,brush with butter 9 bake at top Aga for 5-10 mins10 serve garnished with red salad leaves', '8', 'Suggested Wine: zinfandel', 'Serving Ideas : maybe garnish with red currants']",cookeatshare.com/recipes/apple-and-brie-filo-parcels-66050,Recipes1M,"['Orange Pippin', 'Butter', 'Dough']"
530582,Potato Casserole,"['5 raw potatoes', '1 onion, sliced', '1 pkg. frozen mixed vegetables', '1 lb. hamburger', '1 can cream of chicken soup', '2/3 can milk', 'salt', 'grated cheese']","['Slightly grease casserole dish.', 'Layer potatoes, mixed vegetables and hamburger.', 'Salt each layer; mix soup and milk. Pour over the top of vegetables and meat.', 'Grate cheese on top and bake 1 to 1 1/2 hours at 350°, covered.', 'Take cover off the last 15 minutes to brown.']",www.cookbooks.com/Recipe-Details.aspx?id=451029,Gathered,"['potatoes', 'onion', 'mixed vegetables', 'hamburger', 'cream of chicken soup', 'milk', 'salt', 'grated cheese']"
1168778,Date Walnut Loaf,"['1 2/3 cups chopped dates', '1/2 cup chopped walnuts', '1/2 cup sugar', '1/8 teaspoon salt', '1 tablespoon butter', '1 teaspoon baking soda', '1 teaspoon allspice', '1 cup boiling water', '1 1/2 cups self-rising flour']","['Heat oven to 350*.', 'Butter a 4x8 loaf pan.', 'Put all ingredients except flour in saucepan and stir on low heat until butter is melted.', 'Set aside to cool for 10 minutes.', 'Add the flour; mix well.', 'Pour into pan.', 'Bake for 45 minutes, or until pick in middle comes out clean.']",www.food.com/recipe/date-walnut-loaf-38501,Gathered,"['dates', 'walnuts', 'sugar', 'salt', 'butter', 'baking soda', 'allspice', 'boiling water', 'flour']"
